year,country_code,employers,vulnerable_emp,child_emp,part_time,labor_force_fem,labor_force_total,unemp
2008,NAM,5.16137634332139,27.24758002151088,,,47.54656766243921,721316.0,
2008,NER,0.900970789888702,88.6089632927643,,,42.75045547315092,6208928.0,
2008,NGA,17.6367193656396,70.40214638090819,,,47.18987846375005,71955322.0,
2008,NIC,5.05732041967062,44.1646140724827,,,35.10126670699674,2276217.0,6.2
2008,NLD,2.85728944097747,11.583127417561442,,56.36,45.75309336939906,9081198.0,3.658
2008,NOR,0.986842105263158,7.112816004141829,,47.27,47.791747507835375,2599748.0,2.521
2008,NPL,0.981095735954879,82.08402594124101,40.6,39.63,29.765403716928382,6935404.0,1.328
2008,PAK,0.988083547794693,61.8553925160616,15.9,14.0,19.33454178544983,56978123.0,0.423
2008,PAN,2.97846729796356,26.48762565337129,8.9,25.14,37.179770612062406,1614819.0,4.868
2008,PER,5.35700848200537,50.169266181572695,,40.83,44.96629361302816,15688718.0,4.025
2008,PHL,4.18443986658881,43.7717723168759,,30.77,39.14009861201801,36070857.0,3.72
2008,PNG,2.947464068893,78.4188982971953,,,47.54447338102623,2382605.0,
2008,POL,3.71484427439925,19.2057523019276,,22.05,44.85789349155432,17501767.0,7.069
2008,PRT,7.73345195131399,16.585045144278393,,28.7,47.3492632257535,5531613.0,7.553
2008,PRY,5.33499303493902,42.73931990139256,,31.75,38.71515848855328,2576022.0,4.415
2008,PSE,4.39904310844771,31.03614923641988,,,18.867378939830747,805777.0,22.913
2008,QAT,0.475996582000447,0.2948693685685505,,,11.21788397257298,1049476.0,0.31
2008,ROU,1.33070515064548,31.247055448014,,16.59,44.1194030391623,8830328.0,5.788
2008,RUS,1.26588243590522,4.63046184133778,,,49.027299797027446,75991554.0,6.205
2008,RWA,1.11593830562512,45.84702460860415,7.5,,47.04610634546583,3437683.0,
2008,SDN,8.50563131607347,52.5310871315815,12.5,,26.93414929516896,8975910.0,15.567
2008,SEN,0.559555251518504,66.366641308841,,,35.01632693961294,3383059.0,
2008,SLB,0.968921168348038,72.9375158699131,,,48.19332311630038,253172.0,
2008,SLE,2.57310046939329,87.66798561475302,53.7,,50.66510421942366,2083057.0,
2008,SLV,4.47007502129733,37.13070335666822,,,40.94987923913918,2448227.0,5.88
2008,SRB,4.35987324790003,29.46755075140412,,13.57,44.89498727493928,3309218.0,13.67
2008,SSD,2.52648825472515,79.88304642842809,45.6,,49.9859389546056,3666157.0,12.298
2008,STP,9.24480437115816,37.84759488730606,,,47.92457501237828,24236.0,
2008,SUR,1.89562928396834,17.7933895127885,,,37.411237916149375,192509.0,
2008,SVK,3.28551400117252,11.15623742152165,,18.41,44.48715735902471,2682509.0,9.514
2008,SVN,3.78043920590801,12.72857950205128,,28.36,45.68116376897732,1039794.0,4.371
2008,SWE,3.35262323274702,7.056636266968382,,46.86,47.40823632727496,4903302.0,6.235
2008,SWZ,2.20454600043234,34.89483671067488,,,47.11704294319019,346155.0,
2008,SYR,7.19446602521963,31.03517375844135,,,15.713396587874035,6012322.0,10.94
2008,TCD,0.638785442267842,91.65401896917888,,,42.90413859650861,3836518.0,
2008,TGO,1.20950338410768,85.1688902724092,,,47.97283506635156,2165586.0,
2008,THA,2.60303567614207,54.0878407873941,,,45.51078421590308,38956147.0,1.18
2008,TJK,4.84592427634004,29.030689174142303,,,36.40774797859911,1966087.0,
2008,TKM,3.06343460211619,33.2992213848429,,,52.16097762807224,1851338.0,
2008,TLS,18.6246612977485,64.84012750551611,,,44.93865440645799,411521.0,
2008,TON,13.5154699983913,41.21132500402163,,,38.96375526197347,37771.0,
2008,TTO,4.71704615276326,15.845738058542624,,,42.19438053467184,681951.0,4.63
2008,TUN,5.85152096160401,24.10931937416943,,,26.721743103961003,3722463.0,12.444
2008,TUR,5.90245077730837,33.1050613355721,,16.49,26.10082885503473,24405474.0,10.965
2008,TZA,1.53556997166965,86.5834859492947,,9.88,50.2038824662157,20409553.0,0.343
2008,UGA,3.5531383286885,77.1209982584966,,,49.44311127109979,11289688.0,
2008,UKR,1.29358861710683,18.21595203046755,,,50.60889681330827,22645052.0,6.363
2008,URY,4.88336914470706,24.61324716381256,,,44.53088113922297,1630866.0,8.026
2008,USA,3.21888420483322,3.7988280572828086,,27.79,45.30824784043079,158272885.0,5.784
2008,UZB,12.2388389989606,38.48673067434015,,,37.31578065187857,11269921.0,4.89
2008,VEN,3.82165523652855,30.80721782683852,,15.97,39.247141804826185,12512529.0,6.245
2008,VNM,3.99267111244703,63.77640721716671,,,49.47486737410637,47896567.0,
2008,VUT,1.57691770594996,72.10101726230762,,,45.4640345365735,98678.0,
2008,WSM,2.82213633747225,46.277444289121,,,36.97472464308461,64371.0,
2008,XKX,,,,,,,47.5
2008,YEM,6.94218536950007,40.7825195845682,,,14.244052176343551,5624158.0,14.97
2008,ZAF,5.69358143114138,10.197636944078663,,14.8,46.9018893111136,21383032.0,22.407
2008,ZMB,0.306580584019428,81.84656492066307,34.4,,44.77432583752236,4125860.0,7.93
2008,ZWE,0.372136059691536,73.34450128840328,,,50.52052297090944,4910254.0,
2009,AGO,2.26399151769749,70.0763356856108,,,50.30251535938681,9502658.0,3.782
2009,ALB,1.45975549852868,56.8304786738343,,22.13,42.74772131031872,1247208.0,13.674
2009,ARE,3.77963094538631,0.3669956576279137,,,15.991638805377823,4273552.0,
2009,ARG,4.45278625900156,19.59070680240485,,36.08,41.14656245614733,18399678.0,8.645
2009,ARM,0.525722453598336,64.87954498079276,,39.28,49.89959773125175,1515902.0,19.295
2009,AUS,5.14612440681758,9.50348172391113,,43.93,45.3993241223728,11482552.0,5.565
2009,AUT,6.21456366305788,12.16321802722306,,41.43,46.25736498479164,4248651.0,5.371
2009,AZE,12.2037290609008,55.3638761462757,,23.05,50.80073890294623,4219228.0,5.74
2009,BDI,0.647732144127476,87.1475958170461,,,51.46715897610945,3843653.0,
2009,BEL,3.44403938406235,11.35503799652047,,39.17,45.121880868368,4801697.0,7.908
2009,BEN,1.27166893797595,88.9269510467446,,,48.761686285482895,3820397.0,
2009,BFA,3.85450251686615,74.2528258973318,,,43.34551679235889,6005410.0,
2009,BGD,0.233406977258917,62.66329452036421,,,29.466066319117186,57807404.0,5.0
2009,BGR,4.2811620004177,8.05422937707953,,12.02,46.01193040321071,3489069.0,6.817
2009,BIH,4.24836345412973,22.95932909449681,,14.57,41.763146691654754,1681868.0,24.068
2009,BLR,0.555730963699372,3.414700917866172,,,49.66094596768379,5047868.0,6.1
2009,BLZ,4.52599008803738,26.58232337113117,,,36.18712461699759,123041.0,
2009,BOL,5.13084760051567,52.9398690293024,20.2,31.48,41.855506972204495,4479358.0,2.973
2009,BRA,4.42814122324843,28.78738771937013,5.0,,42.7810837174239,96857149.0,9.419
2009,BTN,0.134245546188473,69.6423403063015,,,42.80167608503441,338169.0,3.96
2009,BWA,2.63328526069713,27.72618369174587,,,45.750088662962526,820523.0,16.169
2009,CAF,1.19530052984453,92.99772587287733,,,46.16190164121108,1791421.0,
2009,CAN,4.98727363015992,10.926603465827098,,44.1,46.96959037008561,18747581.0,8.46
2009,CHE,3.97647610748389,11.27366266503331,,35.11,46.23464477654579,4480560.0,4.109
2009,CHL,3.14572383330647,20.43268135271964,,21.08,38.736571018165975,7744258.0,11.313
2009,CHN,4.13795548191555,49.12118612094911,,,44.46649289176563,772141043.0,4.3
2009,CIV,0.866554696140767,79.5190319747104,,,44.01020924612506,8106769.0,
2009,CMR,2.96013996265586,77.4370908454445,,,47.27478994196188,8404820.0,
2009,COD,1.75414768021281,84.2040502523883,,,49.02742697542721,24679535.0,
2009,COG,1.12634462861157,76.33511519910525,,18.81,49.722483209799215,1724220.0,19.86
2009,COL,5.08102561148562,47.3326964997085,6.44,24.23,41.13363460720858,21321685.0,12.066
2009,COM,2.27486283142228,62.33005881000097,,,38.936796057924376,159104.0,
2009,CPV,5.29407086089069,41.480112819446,,18.74,43.41619310665947,188994.0,13.517
2009,CRI,3.49872651205326,20.29402400823924,,,37.79452111452718,2030924.0,7.824
2009,CYP,5.14911844098659,14.62828472921084,,31.79,44.12924291611146,583119.0,5.594
2009,CZE,3.72071444760402,13.04586124005661,,22.78,43.36477004042407,5244400.0,6.662
2009,DEU,5.05303504931508,6.477874871486475,,39.01,45.90943300604685,41823603.0,7.88
2009,DJI,21.2327324797844,33.19013926325246,,,26.102334720893555,193385.0,
2009,DNK,3.13160872706638,6.529756844666297,,44.37,47.07174181099818,2914702.0,6.409
2009,DOM,4.87271880171858,42.48448388805565,14.05843,22.38,35.45367727623196,3696350.0,5.467
2009,DZA,3.99555815221297,28.845048411189453,,,16.066777107590212,11105183.0,10.16
2009,ECU,4.21968435252366,41.4356282408686,6.3,,39.20693857743851,6478792.0,4.608
2009,EGY,15.128196181993,24.2860790652245,2.9,9.12,23.796396001073923,27711440.0,9.087
2009,ESP,5.32599086749867,11.57607200040838,,31.1,43.73196465286691,23401615.0,17.857
2009,EST,3.34219840294428,5.10345939193682,,27.92,48.92012605182291,688923.0,13.548
2009,ETH,0.603705511930059,89.1861724253751,,,45.98033033142173,38658811.0,
2009,FIN,3.63089645413549,9.831007125482165,,43.78,48.36577587400562,2686596.0,8.25
2009,FJI,1.14445296243566,43.0286934618333,,,34.390884223985246,381668.0,8.72
2009,FRA,4.52130503451242,6.481013158429287,,26.74,47.34914661408094,29692721.0,9.122
2009,GAB,2.38019200723221,32.48032269792764,,,40.293058345539166,507271.0,
2009,GBR,2.77860317850856,10.820760465579705,,42.8,46.37333338965713,31721347.0,7.683
2009,GEO,1.45662375988489,59.0158597927869,,,46.691662474993,2009937.0,20.71
2009,GHA,4.84478852011812,72.7081900033708,,,48.173121439885,10791084.0,
2009,GIN,2.69158607614036,87.3411729572188,,,47.79211766150852,3354436.0,
2009,GMB,1.35473493582894,74.7437094361271,,,48.34045729981722,492937.0,
2009,GNB,0.590251833272631,77.5403920744048,,,45.9594499506352,549987.0,
2009,GRC,8.27324474822266,26.99948244411069,,25.55,41.432145115697125,5000038.0,9.546
2009,GTM,3.18258837474389,44.141235248712505,,,34.8495656248361,5205293.0,
2009,GUY,5.85920558944181,31.73663415973359,,,34.55471887195918,283394.0,
2009,HND,12.5984657295235,40.06036296347469,,39.17,33.655037794924866,3053320.0,3.292
2009,HRV,5.44338891462272,13.98606730984814,,18.73,46.04468508438205,1932994.0,9.202
2009,HTI,0.728335619978705,74.48139148341801,,,46.72010419269259,4006423.0,
2009,HUN,4.14543273944545,8.473421798717425,,15.13,47.26092558535114,4402144.0,10.03
2009,IDN,2.86674281981414,58.4076518755398,6.6,36.41,38.268641028479614,115441860.0,6.106
2009,IND,1.09824138088772,82.53376202528341,,,25.893022331196647,464961693.0,
2009,IRL,4.16420876654082,13.335775082135704,,40.57,44.306728234480985,2303368.0,12.609
2009,IRN,4.68273527700169,40.644124295981285,,26.3,17.867674870265187,25116620.0,12.113
2009,IRQ,0.764628770633699,32.48345939516993,,,15.010534609107667,7285510.0,
2009,ISL,2.46848559095957,11.52379752922458,,38.85,46.544001615225625,188209.0,7.22
2009,ISR,4.10217867569287,7.740351620147145,,34.8,46.55923826064723,3394757.0,9.534
2009,ITA,7.52810688617076,17.29975519422062,,32.84,40.893393816404775,24527414.0,7.749
2009,JAM,2.98428382451499,38.217693066145486,,13.62,43.99493303673061,1229928.0,7.314
2009,JOR,5.614788116737,8.960735239814552,,,17.38525906052076,1818880.0,12.9
2009,JPN,2.49796248142601,9.940039022336853,,,41.61055074961085,66339021.0,5.068
2009,KAZ,2.16995369377057,31.272627017633784,,,49.704401319464615,8837827.0,6.55
2009,KEN,3.54162358082864,61.9191626506717,34.4388861650453,,48.6375594656308,16722895.0,9.6
2009,KGZ,1.74110908625599,36.82408218523529,,33.43,44.42594270384989,2655606.0,8.41
2009,KOR,6.42110530947982,23.72525636260703,,15.23,40.84609885374558,24664943.0,3.363
2009,LAO,0.478491083930674,84.3380156782543,,,46.7524683196951,2392417.0,
2009,LBN,9.62885816456009,25.21279435756307,,,25.390920134516527,1620024.0,6.355
2009,LBR,2.05291002789187,78.9212189201314,,,47.4109474192678,1730691.0,
2009,LCA,5.87611163076407,24.73020703904843,,,45.4778529992084,84639.0,15.37
2009,LKA,2.6301853984744,39.786424818091206,10.7,31.14,33.0928198060183,8275626.0,5.85
2009,LSO,5.97120066591957,34.13554894072953,,,46.68791731110189,848288.0,
2009,LTU,1.10405543027014,10.872449610580372,,20.14,50.31158358977734,1519175.0,13.785
2009,LUX,3.17132131660739,5.386447321800985,,34.34,43.29764417512085,234992.0,5.194
2009,LVA,4.19688050568368,9.9559216199079,,20.4,49.80080186075136,1104930.0,17.515
2009,MAR,3.09521771344637,42.574602695792805,,,25.92659746140152,11317347.0,8.96
2009,MDA,0.595723204293396,51.35513937995542,29.0,18.02,53.66056723587852,1430516.0,3.024
2009,MDG,2.17395922260833,87.75753403793979,,,48.67394548551697,10383736.0,
2009,MDV,4.08177166259398,27.18115948198789,,,30.76078702624674,133007.0,11.697
2009,MEX,4.44918857472213,29.85932042524775,12.2,28.35,36.971462501161554,47339853.0,5.356
2009,MKD,5.19113328316326,22.4075757897298,,18.01,39.810802584590505,860794.0,32.351
2009,MLI,0.506377245144979,82.5560183902035,,,42.58968554175726,5757394.0,
2009,MLT,4.30720132025216,10.29990838323716,,25.49,34.041645774619475,173511.0,6.896
2009,MMR,4.02112110081432,68.51473279968789,,,40.14140107306805,22798554.0,
2009,MNE,3.06421676868986,12.884598940702515,,,45.39577479446352,240225.0,19.09
2009,MNG,1.33412224931504,60.881952793177085,,,46.42610859724532,1138353.0,5.86
2009,MOZ,2.96672010271524,85.5996320709319,,,53.92092540614642,10084048.0,
2009,MRT,2.50574747268667,55.589391514142406,,,32.35905394835872,813148.0,
2009,MUS,3.94054468172878,15.98722642524075,,29.81,35.79325066675539,571049.0,7.257
2009,MWI,1.1436844384362,61.99224969412548,,,49.7753789826995,5889253.0,
2009,MYS,3.46236595648171,25.877995550510768,,11.74,35.07007292095516,12412070.0,3.66
2009,NAM,5.09851596488334,28.02629408035844,,,47.76808619805028,740620.0,
2009,NER,0.898399164496651,88.9333442936456,55.1,,42.68613541584667,6427874.0,
2009,NGA,17.7456766028389,70.0861763404528,,,47.226497299280425,73675735.0,
2009,NIC,5.16398308142472,44.0067786036356,,,35.611134128701536,2338791.0,8.16
2009,NLD,2.96011870008751,11.969646015806305,,57.21,45.89296650057682,9105112.0,4.352
2009,NOR,0.979704519953042,7.178825266697119,,49.11,47.852275536859686,2624941.0,3.1
2009,NPL,1.01311116765151,81.87168834201219,,,30.56530717604543,7050680.0,
2009,PAK,1.2481102075602,61.8132503894268,,15.29,20.27114060879061,59305908.0,0.535
2009,PAN,3.11371111768873,32.21246295932923,,25.71,37.1977345943966,1597065.0,6.56
2009,PER,5.36430646436591,49.7733585036175,,41.58,45.00818673076134,15961805.0,3.964
2009,PHL,4.1019026982625,42.9307337156904,,32.98,39.58806221350425,37120751.0,3.858
2009,PNG,2.96983320704753,78.261327227538,,,47.57439914687672,2348078.0,
2009,POL,3.71582392903834,19.02158674092446,,23.02,45.08730522245417,17806724.0,8.131
2009,PRT,7.60534872116793,16.423696621436687,,26.99,47.78249870022159,5483627.0,9.432
2009,PRY,5.80496336230044,44.90426587540135,,36.22,39.52989218565769,2639352.0,5.46
2009,PSE,6.29258934783895,27.20858956193014,,,18.64754976919669,839676.0,20.452
2009,QAT,0.434413511986989,0.2924444202489262,,1.05,11.303155694879832,1196250.0,0.31
2009,ROU,1.42374620604053,31.3607600359966,,16.99,43.21284177501362,8123363.0,6.859
2009,RUS,1.26891633462494,5.211506769599544,,10.87,49.13032551599184,76024652.0,8.301
2009,RWA,1.1192713634734,45.44549307051367,,,47.02064220508053,3533295.0,
2009,SDN,8.58439280789718,51.7052607089113,,,27.76673528518477,9307983.0,13.0
2009,SEN,0.570026807849876,66.294678749799,,,35.43152080203365,3429881.0,
2009,SLB,0.980802819906899,72.4110678184448,,,48.28361907416872,258276.0,2.02
2009,SLE,2.59301042511357,87.5143736308916,,,50.58625903065028,2113912.0,
2009,SLV,4.26603431710196,37.71511803907288,7.4,24.22,41.23420831264909,2459601.0,7.33
2009,SRB,3.55608257384916,28.58420592563629,,12.37,44.79111946260874,3186654.0,16.116
2009,SSD,2.17140871152365,80.0462924926604,,,50.01728120136429,3865472.0,
2009,STP,9.40796350850518,36.88586904875041,,,47.83450278248246,24798.0,
2009,SUR,2.10238725906675,17.92082451785586,,,37.75381932828483,197286.0,8.72
2009,SVK,3.46103236259594,11.93905252318074,,23.01,44.20230027599268,2670723.0,12.023
2009,SVN,3.79162739953551,14.1052284481969,,29.46,45.614526608689,1045805.0,5.858
2009,SWE,3.43471772848251,7.25624630437265,,49.04,47.38442783996371,4912061.0,8.351
2009,SWZ,2.21377257517193,34.70668496404097,,,47.26887517060607,350222.0,
2009,SYR,3.98915122441797,34.19094185565655,,,15.37735803533648,6009823.0,8.14
2009,TCD,0.68289279762022,91.46602657561093,,,42.68092511652908,3946011.0,
2009,TGO,1.22286826002128,85.04594936147569,,,47.95589462059582,2228481.0,
2009,THA,2.80598198952509,52.4775605601935,,18.1,45.40157624261909,39417409.0,1.49
2009,TJK,3.47620308652757,31.5735205458612,,28.12,36.38367735678294,2005435.0,11.5
2009,TKM,3.07456678233803,32.46616475194816,,,52.21927276528482,1894134.0,4.0
2009,TLS,18.586293417298,64.5183508806455,,,44.9868682735586,420356.0,
2009,TON,13.5693610634648,40.91981132075474,,,39.175584621482365,37845.0,
2009,TTO,4.78157986484582,16.202182346875915,,,41.55210210076948,676038.0,5.28
2009,TUN,7.23968869280962,23.698602783508186,,,26.52490544252163,3800334.0,13.291
2009,TUR,5.68113563654287,34.2910568453901,,19.06,27.14950896669597,25413653.0,14.026
2009,TZA,1.59370733896201,86.26514731103981,,,50.15127141127266,20740535.0,2.5
2009,UGA,3.53635532044886,76.8311815329837,,,49.45786455374526,11637221.0,3.6
2009,UKR,1.29662298705922,18.26485326910011,,20.34,50.32846929825048,22544725.0,8.84
2009,URY,4.83718621194207,24.41063694974822,7.3,,44.60815923612174,1659322.0,7.74
2009,USA,3.1988765022166,3.8943371104495297,,31.85,45.535390698418766,158353162.0,9.254
2009,UZB,12.2099836402441,38.1869113133665,,,37.03528064398442,11462886.0,5.04
2009,VEN,3.81025299594951,31.44211623411289,,15.82,39.639442388536125,12701604.0,6.097
2009,VNM,4.78859899540569,61.6216913282564,,26.38,49.43905239132757,49267257.0,1.737
2009,VUT,1.48041045782665,71.48375540856956,,,44.80542883916343,97111.0,4.565
2009,WSM,2.81162442171108,46.1898090832084,,,36.98682774626889,65061.0,
2009,XKX,,,,,,,45.4
2009,YEM,6.97409342367276,40.8227588448588,,,13.353182407416012,5811858.0,14.63
2009,ZAF,5.43522553824716,10.088873821238758,,16.06,46.908359298212254,21120517.0,23.523
2009,ZMB,0.318191357515528,80.4279947836455,,,44.71149593206359,4284359.0,
2009,ZWE,0.380653862350941,74.559626425293,,,50.43832990108472,4960305.0,
2010,AGO,3.09008406819568,68.7673613620576,,,50.26129692158013,9873442.0,9.43
2010,ALB,1.56855101192687,55.1330969780108,5.5,24.21,43.33100639075322,1259163.0,14.086
2010,ARE,3.67693861028652,0.3606424656386968,,,16.83510402651153,4379076.0,
2010,ARG,4.50820980219685,19.04902576951345,,35.27,40.59000496624233,18468692.0,7.714
2010,ARM,0.529578831884781,64.59110157181868,9.9,39.42,50.09823143697235,1510718.0,19.523
2010,AUS,5.06462925450787,9.340925375439866,,43.68,45.31956517624213,11675443.0,5.214
2010,AUT,6.25235181211821,12.30569134220182,,41.35,46.365480338943634,4265488.0,4.883
2010,AZE,12.0853863773511,55.96986530332539,,23.75,52.35702433473291,4281288.0,5.63
2010,BDI,0.656260062876693,87.0981175009145,31.9,,51.57140369515618,4037123.0,
2010,BEL,3.39487730950593,10.965814746618127,,39.06,45.2789062130221,4901576.0,8.293
2010,BEN,1.26119083019613,88.88760410580291,,25.31,49.02065968829207,3950108.0,1.04
2010,BFA,3.89817471801873,73.7967084699297,50.3,,43.62970134285195,6098364.0,
2010,BGD,0.220317442860169,62.1198902739501,,,30.966964525812664,58796583.0,3.379
2010,BGR,4.39990705014308,8.36179760880667,,11.6,46.28719926083315,3424396.0,10.279
2010,BIH,4.88310424603634,21.67622088019843,,14.11,41.72833824344251,1651355.0,27.312
2010,BLR,0.557668832315228,3.3689093493031885,,,49.667667950652216,5072487.0,
2010,BLZ,4.03850588948776,27.35728989604776,,,36.46689770087068,127831.0,
2010,BOL,5.42691385115656,53.800143458897,,,41.89269688245232,4567789.0,
2010,BRA,3.92760378643332,28.46170209109961,,,42.44004016978021,96467543.0,
2010,BTN,0.125048272311002,69.076604326425,,,42.265273588204266,337478.0,3.32
2010,BWA,2.59631681407604,27.69460237402683,,15.47,45.59298057568751,802345.0,17.86
2010,CAF,1.20635997132007,92.9244632513034,37.2,,47.04930128942704,1768615.0,
2010,CAN,4.84956670605832,10.687808553452152,,42.48,47.10252094910917,18934218.0,8.178
2010,CHE,4.16088919507947,11.54900141917446,,33.88,45.80724424867594,4449019.0,4.808
2010,CHL,4.51489744164769,20.65096971332997,,27.49,39.302453154276456,8113921.0,8.278
2010,CHN,4.15668697006577,48.04330920017431,,,44.36768024981208,773873234.0,4.1
2010,CIV,0.876986150985757,79.01649156528231,,,44.50042139820732,8433828.0,
2010,CMR,3.26845126135057,76.4577586181335,,37.22,46.6776885548492,8440780.0,4.11
2010,COD,1.83489659510147,83.0464968444004,20.5,,48.73234335962026,25138984.0,
2010,COG,1.13878012847281,75.83437729551092,,,49.75239903382824,1799266.0,
2010,COL,5.15153078959289,48.59831753161934,,25.26,41.435482903450975,21788403.0,11.153
2010,COM,1.92611503608306,61.32919631459883,,,38.56812653540353,165266.0,
2010,CPV,4.98118498962025,40.6119397262375,,,43.36265865521055,204374.0,10.67
2010,CRI,3.50946083093779,20.364352247910467,,24.69,37.9888149665179,2027352.0,7.171
2010,CYP,4.72746528678606,13.82842236572283,,29.02,44.68002615766817,600971.0,6.36
2010,CZE,3.64533316987566,14.07973225963107,,21.91,43.30437033435948,5230927.0,7.281
2010,DEU,4.95644862788231,6.253882085076636,,38.76,45.77555297194981,41860532.0,7.043
2010,DJI,21.2383305875892,32.95373421197144,,,26.34973263113205,197854.0,
2010,DNK,2.98528707766556,6.164983409661125,,43.6,47.09667876887817,2893686.0,7.747
2010,DOM,4.06760226488251,43.43806446326331,,23.26,37.12190267434995,3849571.0,5.212
2010,DZA,3.71030639910094,29.177252615528,,,16.14497081675098,11421278.0,9.96
2010,ECU,3.93017415171809,40.97383643401239,,,38.70597517227776,6489520.0,4.088
2010,EGY,14.744165783918,23.0509802669636,,8.91,23.38315684847712,29112224.0,8.757
2010,ESP,5.26816234807562,11.596825413571942,,30.21,44.30127468508489,23521339.0,19.86
2010,EST,3.3425106453303,5.168127652542042,,25.3,49.407819592912574,682900.0,16.707
2010,ETH,0.574805378171555,88.9050808774505,,,45.99264508008826,40076847.0,
2010,FIN,3.7139172636289,10.203346365266947,,42.95,48.02737461378393,2672403.0,8.394
2010,FJI,1.15568458873348,44.3076585824886,,,35.32463879299323,391050.0,8.91
2010,FRA,4.48054081117982,7.044989385897012,,25.3,47.43878457499962,29781056.0,9.279
2010,GAB,2.5620564849383,31.51866206883453,,,40.23799980336845,528908.0,20.39
2010,GBR,2.64835833082883,11.355480595512375,,43.69,46.41076963091391,31884621.0,7.973
2010,GEO,1.38299950794524,57.4674134321302,,,46.92949864526149,2019947.0,20.203
2010,GHA,4.91140458206897,71.9369402602529,,,48.03419210982553,11030732.0,5.384
2010,GIN,2.71230046281354,86.7547613275043,44.9,,47.23170591587078,3411704.0,
2010,GMB,1.38944526691631,74.3895323521727,,,48.52248941125601,508795.0,
2010,GNB,0.594197131059259,77.4079131358639,,,45.96044523424308,565545.0,
2010,GRC,7.85120027297178,27.74983486667081,,23.59,42.017444624042085,5021719.0,12.719
2010,GTM,2.98268690605899,43.9831270480179,,36.7,35.064308053460294,5323128.0,3.497
2010,GUY,5.87968524986673,31.36004519162686,,,35.13665524211266,284475.0,
2010,HND,13.2667300446984,42.1645765354759,,41.89,34.45441441261703,3207856.0,4.119
2010,HRV,5.5260997074383,14.24164804041591,,17.72,45.93431923192821,1911488.0,11.62
2010,HTI,0.734488747899375,74.4821478868883,,,46.78474420056276,4101260.0,
2010,HUN,4.00983103918682,8.306943273154161,,14.57,47.661804575214376,4435814.0,11.172
2010,IDN,2.91170221939743,57.2938366509778,3.7,36.36,38.45466162704212,118205102.0,5.614
2010,IND,1.11276300915217,82.31228541694719,2.5,,25.2233059518446,467561989.0,3.115
2010,IRL,4.03012579952814,13.17827081111164,,40.96,44.78177989050816,2252588.0,14.534
2010,IRN,4.01552009160259,39.81303596565237,,27.02,17.562037034119157,25068937.0,13.679
2010,IRQ,0.85859521054295,31.30918360270637,,,14.93627012388722,7529671.0,
2010,ISL,2.27485090036568,11.687450252056202,,39.8,47.1185590928728,187493.0,7.564
2010,ISR,4.07447696611254,7.770116775981398,,35.02,46.52816623046409,3473539.0,8.48
2010,ITA,7.5302876738815,17.58431296898113,,31.21,41.08223928105863,24456403.0,8.363
2010,JAM,3.26575833798313,38.89692079785081,,12.89,44.02728183628757,1214581.0,7.63
2010,JOR,5.57016179890548,8.948499156871463,,,17.524713672649337,1844829.0,12.5
2010,JPN,2.47410799802231,9.62015496640681,,,41.74783343690553,66100429.0,5.103
2010,KAZ,1.99282295999719,31.001601825600886,,,49.78898009647962,8969770.0,5.77
2010,KEN,3.27016167191725,61.8920250861391,,,48.60246621702933,17284448.0,
2010,KGZ,1.86808300095313,36.704564081082566,,31.72,44.37847701606784,2701670.0,8.692
2010,KIR,,,,,,,30.58
2010,KOR,6.25792327394977,22.8308770973867,,17.11,40.92938973995644,24998081.0,3.324
2010,LAO,0.493825538245609,83.84846380672721,8.6,19.25,46.73395989397586,2452649.0,0.708
2010,LBN,9.58700245257462,24.25897947833858,,,25.8217930051099,1660698.0,
2010,LBR,2.01789216474295,78.8419582860633,18.4,29.54,47.403434704589145,1782162.0,2.266
2010,LCA,5.91865514304464,24.213568646067472,,,45.8786090377828,86415.0,
2010,LKA,2.61343846886968,41.8392880622663,,28.13,33.11460681522526,8298948.0,4.784
2010,LSO,6.03033292023909,34.051470980831816,,,46.513642626711,848407.0,
2010,LTU,0.989907702642879,9.88538039539239,,19.35,50.59910335538087,1492230.0,17.814
2010,LUX,3.12372441701743,5.145345137093623,,33.12,43.35403309442534,238167.0,4.423
2010,LVA,4.17317570895785,9.68393028874346,,19.62,50.387267443562656,1058829.0,19.482
2010,MAR,3.42045248788463,41.5787502229564,,,25.790954424667905,11402901.0,9.09
2010,MDA,0.400333330801524,55.30415893108447,,16.7,53.71640177417609,1496582.0,2.972
2010,MDG,2.17031196082604,88.5078699217229,,44.71,48.64955217811327,10741659.0,4.28
2010,MDV,3.86278284469972,24.9029570486319,,,29.969343702099533,142222.0,
2010,MEX,4.5163054708905,28.87927594448622,8.0,27.74,36.94808772674983,48189452.0,5.303
2010,MKD,5.58338544357141,22.1168877953291,,14.67,39.47218719198843,834993.0,33.135
2010,MLI,0.51274272986042,82.3815715628795,,96.31,42.52511449783228,5931335.0,8.07
2010,MLT,4.44890708272187,10.458615301436032,,30.8,34.34893511359917,177202.0,6.861
2010,MMR,4.02140451167987,67.44616226440661,,,40.02287610576026,23018778.0,
2010,MNE,3.08893963583453,13.044378877594372,,,45.2953603976802,241400.0,19.649
2010,MNG,1.24004287998744,55.65398055820622,,,45.987676925555775,1160587.0,6.549
2010,MOZ,2.87209499755392,85.3084402579795,,,53.79447098431156,10258571.0,
2010,MRT,2.55051931396067,55.0997760603906,,,32.48778284112136,836733.0,
