country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
AGO,2008,IBEP-MICS,national,national,decile8,0.122976103307
AGO,2018,IDREA,national,national,decile8,0.11567589176
ALB,1996,EWS,national,national,decile8,0.126116176356
ALB,2002,LSMS,national,national,decile8,0.119868981708
ALB,2005,LSMS,national,national,decile8,0.121028738588
ALB,2008,LSMS,national,national,decile8,0.119204651405
ALB,2012,LSMS,national,national,decile8,0.122924903997
XKX,2014,HBS,national,national,decile9,0.14486158089
XKX,2015,HBS,national,national,decile9,0.145706132256
ARG,2000,EPH,urban,urban,decile9,0.174441140125
ARG,2001,EPH,urban,urban,decile9,0.175206993482
ARG,2002,EPH,urban,urban,decile9,0.172623890831
ARG,2003,EPHC-S2,urban,urban,decile9,0.172135713324
ARG,2004,EPHC-S2,urban,urban,decile9,0.173478679431
ARG,2005,EPHC-S2,urban,urban,decile9,0.171469502049
XKX,2003,HBS,national,national,decile9,0.1487828763
XKX,2005,HBS,national,national,decile9,0.155579621102
XKX,2006,HBS,national,national,decile9,0.1510415103
XKX,2009,HBS,national,national,decile9,0.152840919139
XKX,2010,HBS,national,national,decile9,0.157838300917
XKX,2011,HBS,national,national,decile9,0.147885956976
XKX,2012,HBS,national,national,decile9,0.14445015682
XKX,2013,HBS,national,national,decile9,0.142928375868
VNM,2018,VHLSS,national,national,decile9,0.154201577986
VNM,2020,VHLSS,national,national,decile9,0.154050675724
VNM,2022,VHLSS,national,national,decile9,0.15121698455
VUT,2010,HIES,national,national,decile9,0.154216364908
VUT,2019,NSDP,national,national,decile9,0.151498583584
WSM,2002,HIES,national,national,decile9,0.152889357057
WSM,2008,HIES,national,national,decile9,0.151873521191
WSM,2013,HIES,national,national,decile9,0.150717666546
VNM,2002,VHLSS,national,national,decile9,0.155081756986
VNM,2004,VHLSS,national,national,decile9,0.157867222742
VNM,2006,VHLSS,national,national,decile9,0.155288647953
VNM,2008,VHLSS,national,national,decile9,0.154401483298
VNM,2010,VHLSS,national,national,decile9,0.154249091541
VNM,2012,VHLSS,national,national,decile9,0.153352201452
VNM,2014,VHLSS,national,national,decile9,0.153172926592
VNM,2016,VHLSS,national,national,decile9,0.153815453721
ARM,1999,ILCS,national,national,decile9,0.145465464801
ARM,2001,ILCS,national,national,decile9,0.14845148939
ARM,2002,ILCS,national,national,decile9,0.145076118869
ARM,2003,ILCS,national,national,decile9,0.13957827739
ARM,2004,ILCS,national,national,decile9,0.140779039795
ARM,2005,ILCS,national,national,decile9,0.138962479089
ARM,2006,ILCS,national,national,decile9,0.143392063851
ARM,2007,ILCS,national,national,decile9,0.148931487088
ALB,2012,LSMS,national,national,decile9,0.148902113141
ARG,2017,EPHC-S2,urban,urban,decile9,0.167812852997
ARG,2018,EPHC-S2,urban,urban,decile9,0.167289111259
ARG,2019,EPHC-S2,urban,urban,decile9,0.169085265833
ARG,2020,EPHC-S2,urban,urban,decile9,0.17073659307
ARG,2021,EPHC-S2,urban,urban,decile9,0.16538586183
ARG,2022,EPHC-S2,urban,urban,decile9,0.167513129181
ARM,1996,ILCS,national,national,decile9,0.153778059132
ARG,1992,EPH,urban,urban,decile9,0.165611381407
ARG,1993,EPH,urban,urban,decile9,0.167092506762
ARG,1994,EPH,urban,urban,decile9,0.165161188624
ARG,1995,EPH,urban,urban,decile9,0.168141997238
ARG,1996,EPH,urban,urban,decile9,0.170957987638
ARG,1997,EPH,urban,urban,decile9,0.172766547186
ARG,1998,EPH,urban,urban,decile9,0.170240200891
ARG,1999,EPH,urban,urban,decile9,0.171038422346
ARG,2006,EPHC-S2,urban,urban,decile9,0.169270552028
ALB,2020,HBS,national,national,decile9,0.152666423481
ARE,2013,HIES,national,national,decile9,0.167911609882
ARE,2018,HIES,national,national,decile9,0.143671643942
ARG,1980,EPH,urban,urban,decile9,0.163835630394
ARG,1986,EPH,urban,urban,decile9,0.163270370789
ARG,1987,EPH,urban,urban,decile9,0.163303526515
ARG,1991,EPH,urban,urban,decile9,0.159224643158
AUT,1998,ECHP-LIS,national,national,decile9,0.147588170379
AUT,1999,ECHP-LIS,national,national,decile9,0.146742004185
AUT,2000,ECHP-LIS,national,national,decile9,0.148184825456
AUT,2003,EU-SILC,national,national,decile9,0.145865067476
AUT,2004,EU-SILC,national,national,decile9,0.146874878921
AUT,2005,EU-SILC,national,national,decile9,0.146915152905
AUT,2006,EU-SILC,national,national,decile9,0.145836568441
AUT,2007,EU-SILC,national,national,decile9,0.148421910745
AUS,2010,SIH-HES-LIS,national,national,decile9,0.155953383714
AUS,2014,SIH-LIS,national,national,decile9,0.152714866114
AUS,2016,SIH-HES-LIS,national,national,decile9,0.153259702765
AUS,2018,SIH-LIS,national,national,decile9,0.152496459439
AUT,1994,ECHP-LIS,national,national,decile9,0.151119334483
AUT,1995,ECHP-LIS,national,national,decile9,0.149430418927
AUT,1996,ECHP-LIS,national,national,decile9,0.148830960755
AUT,1997,ECHP-LIS,national,national,decile9,0.149169679404
AUS,1981,IHS-LIS,national,national,decile9,0.159376233618
AUS,1985,IDS-LIS,national,national,decile9,0.159606510937
AUS,1989,SIHCA-LIS,national,national,decile9,0.159935708309
AUS,1995,SIH-LIS,national,national,decile9,0.15836524992
AUS,2001,SIH-LIS,national,national,decile9,0.159022133738
AUS,2003,SIH-LIS,national,national,decile9,0.159177638202
AUS,2004,SIH-HES-LIS,national,national,decile9,0.15662281702
AUS,2008,SIH-LIS,national,national,decile9,0.153527813126
ARM,2015,ILCS,national,national,decile9,0.139508010076
ARM,2016,ILCS,national,national,decile9,0.148758377594
ARM,2017,ILCS,national,national,decile9,0.140341203095
ARM,2018,ILCS,national,national,decile9,0.137945551679
ARM,2019,ILCS,national,national,decile9,0.139778899261
ARM,2020,ILCS,national,national,decile9,0.140723635772
ARM,2021,ILCS,national,national,decile9,0.141354362615
ARM,2022,ILCS,national,national,decile9,0.142827445978
BDI,2020,EICVMB,national,national,decile9,0.151718807833
BEL,1985,SEP-LIS,national,national,decile9,0.143189472324
BEL,1988,SEP-LIS,national,national,decile9,0.142910603024
BEL,1992,SEP-LIS,national,national,decile9,0.143980712709
BEL,1995,PSBH-ECHP-LIS,national,national,decile9,0.144977206699
BEL,1997,SEP-LIS,national,national,decile9,0.145232660103
BEL,2000,PSBH-ECHP-LIS,national,national,decile9,0.134149594785
BEL,2003,EU-SILC,national,national,decile9,0.147323922585
AZE,2002,HBS,national,national,decile9,0.134885585056
AZE,2003,HBS,national,national,decile9,0.137861029344
AZE,2004,HBS,national,national,decile9,0.134597121
AZE,2005,HBS,national,national,decile9,0.136188785351
BDI,1992,EDCM,national,national,decile9,0.150452695135
BDI,1998,EP,national,national,decile9,0.153659421533
BDI,2006,QUIBB,national,national,decile9,0.149206784593
BDI,2013,ECVMB,national,national,decile9,0.153015638002
AUT,2016,EU-SILC,national,national,decile9,0.147216658881
AUT,2017,EU-SILC,national,national,decile9,0.147810466133
AUT,2018,EU-SILC,national,national,decile9,0.147592846639
AUT,2019,EU-SILC,national,national,decile9,0.149601430745
AUT,2020,EU-SILC,national,national,decile9,0.147151240195
AUT,2021,EU-SILC,national,national,decile9,0.14666355043
AZE,1995,SLC,national,national,decile9,0.152036590245
AZE,2001,HBS,national,national,decile9,0.149943050186
AUT,2008,EU-SILC,national,national,decile9,0.145053132374
AUT,2009,EU-SILC,national,national,decile9,0.146591047461
AUT,2010,EU-SILC,national,national,decile9,0.148158715193
AUT,2011,EU-SILC,national,national,decile9,0.149897115927
AUT,2012,EU-SILC,national,national,decile9,0.149661860196
AUT,2013,EU-SILC,national,national,decile9,0.146346221619
AUT,2014,EU-SILC,national,national,decile9,0.145978132822
AUT,2015,EU-SILC,national,national,decile9,0.145520155467
BFA,1998,EP-II,national,national,decile9,0.138428371893
BFA,2003,ECVM,national,national,decile9,0.15960312887
BFA,2009,ECVM,national,national,decile9,0.150046413939
BFA,2014,EMC,national,national,decile9,0.147172301943
BFA,2018,EHCVM,national,national,decile9,0.150058660472
BFA,2021,EHCVM,national,national,decile9,0.151413890454
BGD,1983,HHES,national,national,decile9,0.13971507469
BGD,1985,HHES,national,national,decile9,0.138343841047
BEL,2020,EU-SILC,national,national,decile9,0.141287920544
BEL,2021,EU-SILC,national,national,decile9,0.14160049178
BEN,2003,QUIBB,national,national,decile9,0.151163623584
BEN,2011,EMICOV,national,national,decile9,0.162434075042
BEN,2015,EMICOV,national,national,decile9,0.144987581467
BEN,2018,EHCVM,national,national,decile9,0.155041145436
BEN,2021,EHCVM,national,national,decile9,0.151675591653
BFA,1994,EP-I,national,national,decile9,0.155447796103
BEL,2012,EU-SILC,national,national,decile9,0.144535035557
BEL,2013,EU-SILC,national,national,decile9,0.145391242641
BEL,2014,EU-SILC,national,national,decile9,0.144382376594
BEL,2015,EU-SILC,national,national,decile9,0.143155721629
BEL,2016,EU-SILC,national,national,decile9,0.142712260913
BEL,2017,EU-SILC,national,national,decile9,0.143476087679
BEL,2018,EU-SILC,national,national,decile9,0.142088567654
BEL,2019,EU-SILC,national,national,decile9,0.142021020658
BEL,2004,EU-SILC,national,national,decile9,0.140445245834
BEL,2005,EU-SILC,national,national,decile9,0.143064433997
BEL,2006,EU-SILC,national,national,decile9,0.145329758765
BEL,2007,EU-SILC,national,national,decile9,0.144965966197
BEL,2008,EU-SILC,national,national,decile9,0.144685477472
BEL,2009,EU-SILC,national,national,decile9,0.144664477903
BEL,2010,EU-SILC,national,national,decile9,0.144445211955
BEL,2011,EU-SILC,national,national,decile9,0.144605101357
BGR,2014,EU-SILC,national,national,decile9,0.151461955673
BGR,2015,EU-SILC,national,national,decile9,0.156177865045
BGR,2016,EU-SILC,national,national,decile9,0.149178483933
BGR,2017,EU-SILC,national,national,decile9,0.1467672207259999
BGR,2018,EU-SILC,national,national,decile9,0.149874802744
BGR,2019,EU-SILC,national,national,decile9,0.152390581291
BGR,2020,EU-SILC,national,national,decile9,0.14827153536
BGR,2021,EU-SILC,national,national,decile9,0.156914313517
BGR,2007,MTHS,national,national,decile9,0.145579707035
BGR,2007,EU-SILC,national,national,decile9,0.150628039844
BGR,2008,EU-SILC,national,national,decile9,0.153454079592
BGR,2009,EU-SILC,national,national,decile9,0.152165915191
BGR,2010,EU-SILC,national,national,decile9,0.153115175847
BGR,2011,EU-SILC,national,national,decile9,0.150806139111
BGR,2012,EU-SILC,national,national,decile9,0.153217127333
BGR,2013,EU-SILC,national,national,decile9,0.152879591807
BGR,1989,HBS,national,national,decile9,0.139941809386
BGR,1992,HBS,national,national,decile9,0.145984063044
BGR,1994,HBS,national,national,decile9,0.137768599229
BGR,1995,IHS,national,national,decile9,0.145958260241
BGR,1997,IHS,national,national,decile9,0.139936631036
BGR,2001,IHS,national,national,decile9,0.151333817344
BGR,2003,MTHS,national,national,decile9,0.143833800681
BGR,2006,EU-SILC,national,national,decile9,0.151952011407
BGD,1988,HHES,national,national,decile9,0.140207908514
BGD,1991,HHES,national,national,decile9,0.140682665797
BGD,1995,HHES,national,national,decile9,0.143423639867
BGD,2000,HIES,national,national,decile9,0.148025888972
BGD,2005,HIES,national,national,decile9,0.145215807365
BGD,2010,HIES,national,national,decile9,0.145651238831
BGD,2016,HIES,national,national,decile9,0.146017294427
BGD,2022,HIES,national,national,decile9,0.146275283438
BLR,2016,HHS,national,national,decile9,0.141736608271
BLR,2017,HHS,national,national,decile9,0.142242478551
BLR,2018,HHS,national,national,decile9,0.141164039879
BLR,2019,HHS,national,national,decile9,0.141149108806
BLR,2020,HHS,national,national,decile9,0.140296606275
BLZ,1993,LFS,national,national,decile9,0.131451487115
BLZ,1994,LFS,national,national,decile9,0.128937472513
BLZ,1995,HBS,national,national,decile9,0.168131079738
BLR,2008,HHS,national,national,decile9,0.144511257479
BLR,2009,HHS,national,national,decile9,0.144092236909
BLR,2010,HHS,national,national,decile9,0.14628931495
BLR,2011,HHS,national,national,decile9,0.1448704777
BLR,2012,HHS,national,national,decile9,0.143297496834
BLR,2013,HHS,national,national,decile9,0.141245538896
BLR,2014,HHS,national,national,decile9,0.141286793719
BLR,2015,HHS,national,national,decile9,0.142526808665
BLR,2000,HHS,national,national,decile9,0.150575347602
BLR,2001,HHS,national,national,decile9,0.149181902601
BLR,2002,HHS,national,national,decile9,0.147608197058
BLR,2003,HHS,national,national,decile9,0.149359059635
BLR,2004,HHS,national,national,decile9,0.145821287394
BLR,2005,HHS,national,national,decile9,0.146684997057
BLR,2006,HHS,national,national,decile9,0.14718252424
BLR,2007,HHS,national,national,decile9,0.148334054494
BIH,2001,LSMS,national,national,decile9,0.140165881924
BIH,2004,LSMS,national,national,decile9,0.15446081963
BIH,2007,HBS,national,national,decile9,0.155860023874
BIH,2011,HBS,national,national,decile9,0.155378474421
BLR,1993,FBS,national,national,decile9,0.134956509642
BLR,1995,FBS,national,national,decile9,0.148365565312
BLR,1998,HHS,national,national,decile9,0.151540756667
BLR,1999,HHS,national,national,decile9,0.153446588069
BOL,2018,EH,national,national,decile9,0.168851911321
BOL,2019,EH,national,national,decile9,0.164165077579
BOL,2020,EH,national,national,decile9,0.164147774326
BOL,2021,EH,national,national,decile9,0.164237074395
BRA,1981,PNAD,national,national,decile9,0.164094903361
BRA,1982,PNAD,national,national,decile9,0.165015259157
BRA,1983,PNAD,national,national,decile9,0.166012777231
BRA,1984,PNAD,national,national,decile9,0.163584608517
BOL,2009,EH,national,national,decile9,0.162565764975
BOL,2011,EH,national,national,decile9,0.168816980436
BOL,2012,EH,national,national,decile9,0.169620825544
BOL,2013,EH,national,national,decile9,0.16705183297
BOL,2014,EH,national,national,decile9,0.162775618652
BOL,2015,EH,national,national,decile9,0.163588764184
BOL,2016,EH,national,national,decile9,0.17017673385
BOL,2017,EH,national,national,decile9,0.169590887896
BOL,2000,ECH,national,national,decile9,0.163186406361
BOL,2001,EH,national,national,decile9,0.164519987157
BOL,2002,EH,national,national,decile9,0.157379402832
BOL,2004,ECH,national,national,decile9,0.156481873356
BOL,2005,EH,national,national,decile9,0.166749141347
BOL,2006,EH,national,national,decile9,0.165538035951
BOL,2007,EH,national,national,decile9,0.168467437884
BOL,2008,EH,national,national,decile9,0.163111509401
BLZ,1996,SLC,national,national,decile9,0.147480857186
BLZ,1997,LFS,national,national,decile9,0.138563896696
BLZ,1998,LFS,national,national,decile9,0.156538193839
BLZ,1999,LFS,national,national,decile9,0.152503922031
BOL,1990,EPF,urban,urban,decile9,0.164862979544
BOL,1992,EIH,urban,urban,decile9,0.155616033915
BOL,1997,ENE,national,national,decile9,0.162958385338
BOL,1999,ECH,national,national,decile9,0.179362696811
BRA,2013,PNADC-E1,national,national,decile9,0.157474320724
BRA,2014,PNADC-E1,national,national,decile9,0.158797948807
BRA,2015,PNADC-E1,national,national,decile9,0.158846735106
BRA,2016,PNADC-E1,national,national,decile9,0.159644277301
BRA,2017,PNADC-E1,national,national,decile9,0.158453739837
BRA,2018,PNADC-E1,national,national,decile9,0.158486958691
BRA,2019,PNADC-E1,national,national,decile9,0.158527382961
BRA,2020,PNADC-E5,national,national,decile9,0.152163552438
BRA,2004,PNAD,national,national,decile9,0.163039102491
BRA,2005,PNAD,national,national,decile9,0.160799830543
BRA,2006,PNAD,national,national,decile9,0.160909445995
BRA,2007,PNAD,national,national,decile9,0.160901821033
BRA,2008,PNAD,national,national,decile9,0.160663896579
BRA,2009,PNAD,national,national,decile9,0.160238095065
BRA,2011,PNAD,national,national,decile9,0.157807332795
BRA,2012,PNADC-E1,national,national,decile9,0.156882677638
BRA,1995,PNAD,national,national,decile9,0.162818374308
BRA,1996,PNAD,national,national,decile9,0.165196358182
BRA,1997,PNAD,national,national,decile9,0.164091688796
BRA,1998,PNAD,national,national,decile9,0.162195257733
BRA,1999,PNAD,national,national,decile9,0.162918315284
BRA,2001,PNAD,national,national,decile9,0.164317926146
BRA,2002,PNAD,national,national,decile9,0.162739451647
BRA,2003,PNAD,national,national,decile9,0.163509958816
BRA,1985,PNAD,national,national,decile9,0.174304455114
BRA,1986,PNAD,national,national,decile9,0.16229111583
BRA,1987,PNAD,national,national,decile9,0.163488793043
BRA,1988,PNAD,national,national,decile9,0.162800415929
BRA,1989,PNAD,national,national,decile9,0.161574630157
BRA,1990,PNAD,national,national,decile9,0.16529803913
BRA,1992,PNAD,national,national,decile9,0.17398353308
BRA,1993,PNAD,national,national,decile9,0.158087160567
CAN,1986,SCF-LIS,national,national,decile9,0.15575206756
CAN,1987,SCF-LIS,national,national,decile9,0.155351177206
CAN,1988,SCF-LIS,national,national,decile9,0.155066747611
CAN,1989,SCF-LIS,national,national,decile9,0.15503869861
CAN,1990,SCF-LIS,national,national,decile9,0.154406693175
CAN,1991,SCF-LIS,national,national,decile9,0.156497610667
CAN,1992,SCF-LIS,national,national,decile9,0.155634213204
CAN,1993,SCF-LIS,national,national,decile9,0.156288917563
CAN,1973,SCF-LIS,national,national,decile9,0.160901454044
