country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
BLR,2008,HHS,national,national,decile6,0.094222026156
BGD,1991,HHES,national,national,decile6,0.091674199403
BEN,2003,QUIBB,national,national,decile6,0.080768888956
BEN,2011,EMICOV,national,national,decile6,0.072660916709
BEN,2015,EMICOV,national,national,decile6,0.076840253772
BEN,2018,EHCVM,national,national,decile6,0.081011876923
BEN,2021,EHCVM,national,national,decile6,0.086279048351
BFA,1994,EP-I,national,national,decile6,0.065569431555
BFA,1998,EP-II,national,national,decile6,0.065290289575
BGR,1992,HBS,national,national,decile6,0.090754800202
BLR,2018,HHS,national,national,decile6,0.093175415378
BLR,2019,HHS,national,national,decile6,0.094160198944
BLR,2020,HHS,national,national,decile6,0.09468201782
BLZ,1993,LFS,national,national,decile6,0.055218304277
BLZ,1994,LFS,national,national,decile6,0.053248496213
BLZ,1995,HBS,national,national,decile6,0.063529286864
BLZ,1996,SLC,national,national,decile6,0.059211111841
BOL,2011,EH,national,national,decile6,0.078705601356
BGD,1995,HHES,national,national,decile6,0.082901307002
BGD,2000,HIES,national,national,decile6,0.082922632705
BGD,2005,HIES,national,national,decile6,0.082901167746
BGD,2010,HIES,national,national,decile6,0.084826260061
BGD,2016,HIES,national,national,decile6,0.085392219191
BGD,2022,HIES,national,national,decile6,0.085446260969
BGR,1989,HBS,national,national,decile6,0.095796369443
BGR,2015,EU-SILC,national,national,decile6,0.08708004421
BOL,2002,EH,national,national,decile6,0.061982328716
BOL,2004,ECH,national,national,decile6,0.063060076769
BOL,2005,EH,national,national,decile6,0.061167771341
BOL,2006,EH,national,national,decile6,0.064013511951
BOL,2007,EH,national,national,decile6,0.06668172132
BOL,2008,EH,national,national,decile6,0.072636053444
BOL,2009,EH,national,national,decile6,0.076773852783
BIH,2004,LSMS,national,national,decile6,0.087179188302
BGR,2008,EU-SILC,national,national,decile6,0.089954183458
BGR,2009,EU-SILC,national,national,decile6,0.090735187628
BGR,2010,EU-SILC,national,national,decile6,0.089604549133
BGR,2011,EU-SILC,national,national,decile6,0.090893090898
BGR,2012,EU-SILC,national,national,decile6,0.088789340413
BGR,2013,EU-SILC,national,national,decile6,0.089131420425
BGR,2014,EU-SILC,national,national,decile6,0.086611417863
BLR,2001,HHS,national,national,decile6,0.091555144798
BOL,2020,EH,national,national,decile6,0.079217139187
BOL,2021,EH,national,national,decile6,0.083297386707
BRA,1981,PNAD,national,national,decile6,0.058873332869
BRA,1982,PNAD,national,national,decile6,0.058253585515
BRA,1983,PNAD,national,national,decile6,0.056540352955
BRA,1984,PNAD,national,national,decile6,0.057588137001
BRA,1985,PNAD,national,national,decile6,0.062460410121
BRA,2005,PNAD,national,national,decile6,0.062405615956
BIH,2007,HBS,national,national,decile6,0.0891113637
BIH,2011,HBS,national,national,decile6,0.089387104578
BLR,1993,FBS,national,national,decile6,0.096337590737
BLR,1995,FBS,national,national,decile6,0.093908125514
BLR,1998,HHS,national,national,decile6,0.090170022703
BLR,1999,HHS,national,national,decile6,0.092189579178
BLR,2000,HHS,national,national,decile6,0.091617684629
BLR,2017,HHS,national,national,decile6,0.094019486467
BRA,1997,PNAD,national,national,decile6,0.056654741456
BRA,1998,PNAD,national,national,decile6,0.056514634968
BRA,1999,PNAD,national,national,decile6,0.057487485401
BRA,2001,PNAD,national,national,decile6,0.059609400634
BRA,2002,PNAD,national,national,decile6,0.059517829993
BRA,2003,PNAD,national,national,decile6,0.060717255321
BRA,2004,PNAD,national,national,decile6,0.061993878055
BLZ,1997,LFS,national,national,decile6,0.057037357639
BLR,2010,HHS,national,national,decile6,0.092714221082
BLR,2011,HHS,national,national,decile6,0.094631029284
BLR,2012,HHS,national,national,decile6,0.094462311404
BLR,2013,HHS,national,national,decile6,0.093602063743
BLR,2014,HHS,national,national,decile6,0.092970761297
BLR,2015,HHS,national,national,decile6,0.094521493716
BLR,2016,HHS,national,national,decile6,0.094192746996
BOL,2001,EH,national,national,decile6,0.065095305093
BRA,2015,PNADC-E1,national,national,decile6,0.068673886858
BRA,2016,PNADC-E1,national,national,decile6,0.06717292808
BRA,2017,PNADC-E1,national,national,decile6,0.067815408818
BRA,2018,PNADC-E1,national,national,decile6,0.067130882268
BRA,2019,PNADC-E1,national,national,decile6,0.068461543658
BRA,2020,PNADC-E5,national,national,decile6,0.070074343816
BRA,2021,PNADC-E5,national,national,decile6,0.066992372155
CAN,1975,SCF-LIS,national,national,decile6,0.090857914374
BLZ,1998,LFS,national,national,decile6,0.063088059461
BLZ,1999,LFS,national,national,decile6,0.066609578573
BOL,1990,EPF,urban,urban,decile6,0.079679853087
BOL,1992,EIH,urban,urban,decile6,0.068768696168
BOL,1997,ENE,national,national,decile6,0.062216583358
BOL,1999,ECH,national,national,decile6,0.067035228382
BOL,2000,ECH,national,national,decile6,0.060436722456
BOL,2019,EH,national,national,decile6,0.08208446049
BWA,2009,CWIS,national,national,decile6,0.054059375286
BWA,2015,BMTHS,national,national,decile6,0.062296896051
CAF,1992,EPCM,national,national,decile6,0.054458452145
CAF,2008,ECASEB,national,national,decile6,0.061115138032
CAF,2021,EHCVM,national,national,decile6,0.077063565667
CAN,1971,SCF-LIS,national,national,decile6,0.088333145333
CAN,1973,SCF-LIS,national,national,decile6,0.090483059067
BRA,1986,PNAD,national,national,decile6,0.058258770612
BOL,2012,EH,national,national,decile6,0.080006644408
BOL,2013,EH,national,national,decile6,0.077577815465
BOL,2014,EH,national,national,decile6,0.076227896262
BOL,2015,EH,national,national,decile6,0.078156967868
BOL,2016,EH,national,national,decile6,0.081074298666
BOL,2017,EH,national,national,decile6,0.081967162892
BOL,2018,EH,national,national,decile6,0.083121760344
BRA,1996,PNAD,national,national,decile6,0.056599362028
CAN,1988,SCF-LIS,national,national,decile6,0.092400583305
CAN,1989,SCF-LIS,national,national,decile6,0.093302081768
CAN,1990,SCF-LIS,national,national,decile6,0.093529773719
CAN,1991,SCF-LIS,national,national,decile6,0.09265466787
CAN,1992,SCF-LIS,national,national,decile6,0.092713189022
CAN,1993,SCF-LIS,national,national,decile6,0.092873557318
CAN,1994,SCF-LIS,national,national,decile6,0.093072423345
CAN,2011,SLID-LIS,national,national,decile6,0.09120379212
BRA,1987,PNAD,national,national,decile6,0.057084395322
BRA,1988,PNAD,national,national,decile6,0.05440925664
BRA,1989,PNAD,national,national,decile6,0.05093998272
BRA,1990,PNAD,national,national,decile6,0.055242450746
BRA,1992,PNAD,national,national,decile6,0.069081452699
BRA,1993,PNAD,national,national,decile6,0.056861639682
BRA,1995,PNAD,national,national,decile6,0.056513320189
BRA,2014,PNADC-E1,national,national,decile6,0.067923692254
CAN,2004,SLID-LIS,national,national,decile6,0.09043026445
CAN,2005,SLID-LIS,national,national,decile6,0.090750270245
CAN,2006,SLID-LIS,national,national,decile6,0.089505032632
CAN,2007,SLID-LIS,national,national,decile6,0.08941616511
CAN,2008,SLID-LIS,national,national,decile6,0.089966592209
CAN,2009,SLID-LIS,national,national,decile6,0.08989223151
CAN,2010,SLID-LIS,national,national,decile6,0.089963236579
BRA,2022,PNADC-E1,national,national,decile6,0.068487093213
BRA,2006,PNAD,national,national,decile6,0.063011249126
BRA,2007,PNAD,national,national,decile6,0.065189029417
BRA,2008,PNAD,national,national,decile6,0.066156434249
BRA,2009,PNAD,national,national,decile6,0.06676389443
BRA,2011,PNAD,national,national,decile6,0.068340733486
BRA,2012,PNADC-E1,national,national,decile6,0.066742443532
BRA,2013,PNADC-E1,national,national,decile6,0.06760282423
BWA,2002,HIES,national,national,decile6,0.044375031179
CHE,1982,SIWS-LIS,national,national,decile6,0.084132690642
CHE,1992,NPS-LIS,national,national,decile6,0.089269171059
CHE,2000,IES-LIS,national,national,decile6,0.087396048622
CHE,2002,IES-LIS,national,national,decile6,0.090602029573
CHE,2004,IES-LIS,national,national,decile6,0.08978513586
CHE,2006,EU-SILC,national,national,decile6,0.088783704173
CHE,2007,EU-SILC,national,national,decile6,0.088120863894
CHL,1994,CASEN,national,national,decile6,0.058880625005
BTN,2003,BLSS,national,national,decile6,0.077246220819
BTN,2007,BLSS,national,national,decile6,0.083283030658
BTN,2012,BLSS,national,national,decile6,0.081202115594
BTN,2017,BLSS,national,national,decile6,0.084244181147
BTN,2022,BLSS,national,national,decile6,0.093405189235
BWA,1985,HIES,national,national,decile6,0.064030513181
BWA,1993,HIES,national,national,decile6,0.055626603246
CAN,1987,SCF-LIS,national,national,decile6,0.092217971072
CHE,2017,EU-SILC,national,national,decile6,0.088891566457
CHE,2018,EU-SILC,national,national,decile6,0.089643739528
CHE,2019,EU-SILC,national,national,decile6,0.087887807418
CHE,2020,EU-SILC,national,national,decile6,0.088173177896
CHL,1987,CASEN,national,national,decile6,0.059111142763
CHL,1990,CASEN,national,national,decile6,0.057448437366
CHL,1992,CASEN,national,national,decile6,0.060881253849
CAN,1995,SCF-LIS,national,national,decile6,0.093395374883
CAN,1977,SCF-LIS,national,national,decile6,0.091804718075
CAN,1979,SCF-LIS,national,national,decile6,0.091827392302
CAN,1981,SCF-LIS,national,national,decile6,0.091377794067
CAN,1982,SCF-LIS,national,national,decile6,0.090768101955
CAN,1984,SCF-LIS,national,national,decile6,0.090995787777
CAN,1985,SCF-LIS,national,national,decile6,0.090972967527
CAN,1986,SCF-LIS,national,national,decile6,0.092611437463
CAN,2003,SLID-LIS,national,national,decile6,0.090440425394
CHL,2015,CASEN,national,national,decile6,0.072071178414
CHL,2017,CASEN,national,national,decile6,0.072362860973
CHL,2020,CASEN,national,national,decile6,0.071901578487
CHL,2022,CASEN,national,national,decile6,0.075764232548
CHN,1981,CRHS-CUHS,national,national,decile6,0.092191751355
CHN,1981,CRHS-CUHS,national,rural,decile6,0.096074553638
CHN,1981,CRHS-CUHS,national,urban,decile6,0.099215291316
CHN,1999,CRHS-CUHS,national,rural,decile6,0.083879103444
CAN,1996,SLID-LIS,national,national,decile6,0.091494396615
CAN,1997,SLID-LIS,national,national,decile6,0.090800426064
CAN,1998,SLID-LIS,national,national,decile6,0.090590409387
CAN,1999,SLID-LIS,national,national,decile6,0.091365948082
CAN,2000,SLID-LIS,national,national,decile6,0.090694273814
CAN,2001,SLID-LIS,national,national,decile6,0.090678374271
CAN,2002,SLID-LIS,national,national,decile6,0.090627491496
CAN,2019,CIS-LIS,national,national,decile6,0.091982543768
CHN,1993,CRHS-CUHS,national,national,decile6,0.084819859306
CHN,1993,CRHS-CUHS,national,rural,decile6,0.091799237173
CHN,1993,CRHS-CUHS,national,urban,decile6,0.092363531311
CHN,1996,CRHS-CUHS,national,national,decile6,0.085593791281
CHN,1996,CRHS-CUHS,national,rural,decile6,0.085609687355
CHN,1996,CRHS-CUHS,national,urban,decile6,0.091701535425
CHN,1999,CRHS-CUHS,national,national,decile6,0.08201891433
CHE,2008,EU-SILC,national,national,decile6,0.089282313933
CAN,2012,CIS-LIS,national,national,decile6,0.091862155349
CAN,2013,CIS-LIS,national,national,decile6,0.091807412389
CAN,2014,CIS-LIS,national,national,decile6,0.09165639343
CAN,2015,CIS-LIS,national,national,decile6,0.090999244329
CAN,2016,CIS-LIS,national,national,decile6,0.091657945181
CAN,2017,CIS-LIS,national,national,decile6,0.091573871765
CAN,2018,CIS-LIS,national,national,decile6,0.091491480558
CHE,2016,EU-SILC,national,national,decile6,0.088866793438
CHN,2008,CRHS-CUHS,national,rural,decile6,0.080708199144
CHN,2008,CRHS-CUHS,national,urban,decile6,0.086498644841
CHN,2010,CRHS-CUHS,national,national,decile6,0.07949047869
CHN,2010,CRHS-CUHS,national,rural,decile6,0.078792030355
CHN,2010,CRHS-CUHS,national,urban,decile6,0.085630072056
CHN,2011,CRHS-CUHS,national,national,decile6,0.080552252615
CHN,2011,CRHS-CUHS,national,rural,decile6,0.082023546912
CHN,2017,CNIHS,national,national,decile6,0.082363245622
CHE,2009,EU-SILC,national,national,decile6,0.089137045799
CHE,2010,EU-SILC,national,national,decile6,0.089913576545
CHE,2011,EU-SILC,national,national,decile6,0.090591030747
CHE,2012,EU-SILC,national,national,decile6,0.089913076365
CHE,2013,EU-SILC,national,national,decile6,0.089197952124
CHE,2014,EU-SILC,national,national,decile6,0.088849766863
CHE,2015,EU-SILC,national,national,decile6,0.089924074157
CHL,2013,CASEN,national,national,decile6,0.070034144914
CHN,2014,CNIHS,national,urban,decile6,0.086824186858
CHN,2015,CNIHS,national,national,decile6,0.083134947278
CHN,2015,CNIHS,national,rural,decile6,0.087846292005
CHN,2015,CNIHS,national,urban,decile6,0.086684239219
CHN,2016,CNIHS,national,national,decile6,0.083070120417
CHN,2016,CNIHS,national,rural,decile6,0.087966907292
CHN,2016,CNIHS,national,urban,decile6,0.086479591943
CHN,1984,CRHS-CUHS,national,national,decile6,0.094682372041
CHL,1996,CASEN,national,national,decile6,0.060928245202
CHL,1998,CASEN,national,national,decile6,0.060240341413
CHL,2000,CASEN,national,national,decile6,0.065187040435
CHL,2003,CASEN,national,national,decile6,0.067297021627
CHL,2006,CASEN,national,national,decile6,0.070633353789
CHL,2009,CASEN,national,national,decile6,0.070288386602
CHL,2011,CASEN,national,national,decile6,0.070111443494
CHN,1990,CRHS-CUHS,national,urban,decile6,0.095096311524
CHN,2020,CNIHS,national,national,decile6,0.082785194404
CHN,2020,CNIHS,national,rural,decile6,0.086711770279
CHN,2020,CNIHS,national,urban,decile6,0.084758567293
CHN,2021,CNIHS,national,national,decile6,0.084500282027
CHN,2021,CNIHS,national,rural,decile6,0.089350878889
CHN,2021,CNIHS,national,urban,decile6,0.085739947867
CIV,1985,EPAM,national,national,decile6,0.076059372712
COD,2004,E123,national,national,decile6,0.077747785913
CHN,1984,CRHS-CUHS,national,rural,decile6,0.093698316487
CHN,1984,CRHS-CUHS,national,urban,decile6,0.098796350828
CHN,1987,CRHS-CUHS,national,national,decile6,0.094138876959
CHN,1987,CRHS-CUHS,national,rural,decile6,0.092574536834
CHN,1987,CRHS-CUHS,national,urban,decile6,0.098357480113
CHN,1990,CRHS-CUHS,national,national,decile6,0.087309881458
CHN,1990,CRHS-CUHS,national,rural,decile6,0.088521223464
CHN,2008,CRHS-CUHS,national,national,decile6,0.080194690081
CIV,2018,EHCVM,national,national,decile6,0.083320050515
CIV,2021,EHCVM,national,national,decile6,0.084022171529
CMR,1996,ECAM-I,national,national,decile6,0.071196912456
CMR,2001,ECAM-II,national,national,decile6,0.077130111449
CMR,2007,ECAM-III,national,national,decile6,0.077146130368
CMR,2014,ECAM-IV,national,national,decile6,0.076046750984
CMR,2021,ECAM-V,national,national,decile6,0.080983737691
CHN,2011,CRHS-CUHS,national,urban,decile6,0.08558709734
CHN,1999,CRHS-CUHS,national,urban,decile6,0.090293967403
CHN,2002,CRHS-CUHS,national,national,decile6,0.079402966241
CHN,2002,CRHS-CUHS,national,rural,decile6,0.081196827489
CHN,2002,CRHS-CUHS,national,urban,decile6,0.088333572451
CHN,2005,CRHS-CUHS,national,national,decile6,0.080618922022
CHN,2005,CRHS-CUHS,national,rural,decile6,0.084588456587
CHN,2005,CRHS-CUHS,national,urban,decile6,0.087203303045
CHN,2014,CNIHS,national,rural,decile6,0.087704325302
COL,1992,ENH,national,national,decile6,0.067346105082
COL,1996,ENH,national,national,decile6,0.063089764927
COL,1999,ENH,national,national,decile6,0.060790051226
COL,2000,ENH,national,national,decile6,0.061056871352
COL,2001,ECH,national,national,decile6,0.061304587848
COL,2002,ECH,national,national,decile6,0.060916077451
COL,2003,ECH,national,national,decile6,0.064558181445
COL,2022,GEIH,national,national,decile6,0.063055455607
CHN,2012,CNIHS,national,national,decile6,0.081251707618
CHN,2012,CNIHS,national,rural,decile6,0.081014664461
CHN,2012,CNIHS,national,urban,decile6,0.085998062603
CHN,2013,CNIHS,national,national,decile6,0.081685893776
CHN,2013,CNIHS,national,rural,decile6,0.087107623446
CHN,2013,CNIHS,national,urban,decile6,0.085826700625
CHN,2014,CNIHS,national,national,decile6,0.082743047656
CHN,2019,CNIHS,national,urban,decile6,0.085274012212
COL,2015,GEIH,national,national,decile6,0.069391876717
COL,2016,GEIH,national,national,decile6,0.069937715352
COL,2017,GEIH,national,national,decile6,0.070702525272
COL,2018,GEIH,national,national,decile6,0.069816901574
COL,2019,GEIH,national,national,decile6,0.068935538998
COL,2020,GEIH,national,national,decile6,0.066767979429
COL,2021,GEIH,national,national,decile6,0.062818387446
CIV,1986,EPAM,national,national,decile6,0.081767038963
CHN,2017,CNIHS,national,rural,decile6,0.086607696318
CHN,2017,CNIHS,national,urban,decile6,0.085742247225
CHN,2018,CNIHS,national,national,decile6,0.08285313079
CHN,2018,CNIHS,national,rural,decile6,0.087528024543
CHN,2018,CNIHS,national,urban,decile6,0.085969612699
CHN,2019,CNIHS,national,national,decile6,0.082515330179
CHN,2019,CNIHS,national,rural,decile6,0.087428867449
CIV,2015,ENV,national,national,decile6,0.079714126829
CRI,1990,EHPM,national,national,decile6,0.080497873528
CRI,1991,EHPM,national,national,decile6,0.07936652028
CRI,1992,EHPM,national,national,decile6,0.078975221553
CRI,1993,EHPM,national,national,decile6,0.078281513637
CRI,1994,EHPM,national,national,decile6,0.077025666435
CRI,1995,EHPM,national,national,decile6,0.078363251128
CRI,1996,EHPM,national,national,decile6,0.077410649669
CRI,2013,ENAHO,national,national,decile6,0.069768243057
CIV,1987,EPAM,national,national,decile6,0.080718331664
CIV,1988,EPAM,national,national,decile6,0.083948668409
CIV,1992,EP,national,national,decile6,0.083453149743
CIV,1995,ENV,national,national,decile6,0.080290323383
CIV,1998,ENV,national,national,decile6,0.081404234417
CIV,2002,ENV,national,national,decile6,0.074816597948
CIV,2008,ENV,national,national,decile6,0.078574227933
COL,1991,ENH,urban,urban,decile6,0.070164595212
CRI,2006,EHPM,national,national,decile6,0.070555935274
CRI,2007,EHPM,national,national,decile6,0.069033015495
CRI,2008,EHPM,national,national,decile6,0.070690510703
CRI,2009,EHPM,national,national,decile6,0.068652631501
CRI,2010,ENAHO,national,national,decile6,0.071291872457
CRI,2011,ENAHO,national,national,decile6,0.071213894297
CRI,2012,ENAHO,national,national,decile6,0.071709269076
COL,2004,ECH,national,national,decile6,0.061389957352
COD,2012,E123,national,national,decile6,0.078828132708
COD,2020,EGI-ODD,national,national,decile6,0.074065054873
COG,2005,ECOM,national,national,decile6,0.070798795964
COG,2011,ECOM,national,national,decile6,0.072670830843
COL,1980,ENH,urban,urban,decile6,0.065351335324
COL,1988,ENH,urban,urban,decile6,0.067859438035
COL,1989,ENH,urban,urban,decile6,0.067252938736
COL,2014,GEIH,national,national,decile6,0.067105437898
CRI,2022,ENAHO,national,national,decile6,0.072050319047
CRI,2023,ENAHO,national,national,decile6,0.073831572273
CYP,2004,EU-SILC,national,national,decile6,0.09014595617
CYP,2005,EU-SILC,national,national,decile6,0.090023056363
CYP,2006,EU-SILC,national,national,decile6,0.088624385671
CYP,2007,EU-SILC,national,national,decile6,0.089418867035
CYP,2008,EU-SILC,national,national,decile6,0.088491204114
CZE,2002,MC-LIS,national,national,decile6,0.092853263486
COL,2005,ECH,national,national,decile6,0.063525711109
COL,2008,GEIH,national,national,decile6,0.063690391466
COL,2009,GEIH,national,national,decile6,0.06460974947
COL,2010,GEIH,national,national,decile6,0.063637391362
COL,2011,GEIH,national,national,decile6,0.065227743703
COL,2012,GEIH,national,national,decile6,0.067086822203
COL,2013,GEIH,national,national,decile6,0.067074311861
CRI,1989,EHPM,national,national,decile6,0.081182311936
CYP,2018,EU-SILC,national,national,decile6,0.086015565863
CYP,2019,EU-SILC,national,national,decile6,0.088623772341
CYP,2020,EU-SILC,national,national,decile6,0.087748208829
CYP,2021,EU-SILC,national,national,decile6,0.089315316329
CZE,1992,MC-LIS,national,national,decile6,0.095553161119
CZE,1993,CM,national,national,decile6,0.089443098274
CZE,1996,MC-LIS,national,national,decile6,0.092799042869
CRI,1997,EHPM,national,national,decile6,0.078445323032
COM,2004,EIM,national,national,decile6,0.059510368316
COM,2014,EESIC,national,national,decile6,0.076577071483
CPV,2001,IDRF,national,national,decile6,0.064840274073
CPV,2007,QUIBB,national,national,decile6,0.071258741877
CPV,2015,IDRF,national,national,decile6,0.078251592262
CRI,1981,ENH,national,national,decile6,0.078987900807
CRI,1986,ENH,national,national,decile6,0.097669085423
CRI,2005,EHPM,national,national,decile6,0.072916954965
CZE,2012,EU-SILC,national,national,decile6,0.093408534036
CZE,2013,EU-SILC,national,national,decile6,0.093043883941
CZE,2014,EU-SILC,national,national,decile6,0.092796978655
CZE,2015,EU-SILC,national,national,decile6,0.093123198654
CZE,2016,EU-SILC,national,national,decile6,0.092559868053
CZE,2017,EU-SILC,national,national,decile6,0.092242989519
CZE,2018,EU-SILC,national,national,decile6,0.092239493579
DEU,2004,GSOEP-LIS,national,national,decile6,0.090611604149
CRI,1998,EHPM,national,national,decile6,0.077177411335
CRI,1999,EHPM,national,national,decile6,0.074360347015
CRI,2000,EHPM,national,national,decile6,0.075684257517
CRI,2001,EHPM,national,national,decile6,0.068730574997
CRI,2002,EHPM,national,national,decile6,0.067680077104
CRI,2003,EHPM,national,national,decile6,0.072336704452
CRI,2004,EHPM,national,national,decile6,0.072461467783
CRI,2021,ENAHO,national,national,decile6,0.070846180228
DEU,1997,GSOEP-LIS,national,national,decile6,0.093619799767
DEU,1998,GSOEP-LIS,national,national,decile6,0.09306532183
DEU,1999,GSOEP-LIS,national,national,decile6,0.091919460458
DEU,2000,GSOEP-LIS,national,national,decile6,0.092227218297
DEU,2001,GSOEP-LIS,national,national,decile6,0.090565598743
DEU,2002,GSOEP-LIS,national,national,decile6,0.091065836285
DEU,2003,GSOEP-LIS,national,national,decile6,0.09088045346
CYP,2009,EU-SILC,national,national,decile6,0.087695849396
CRI,2014,ENAHO,national,national,decile6,0.071290164567
CRI,2015,ENAHO,national,national,decile6,0.070836465213
CRI,2016,ENAHO,national,national,decile6,0.070904133706
CRI,2017,ENAHO,national,national,decile6,0.070519818458
CRI,2018,ENAHO,national,national,decile6,0.072064123336
CRI,2019,ENAHO,national,national,decile6,0.070834129062
CRI,2020,ENAHO,national,national,decile6,0.069843008838
CYP,2017,EU-SILC,national,national,decile6,0.088919807962
DEU,2013,GSOEP-LIS,national,national,decile6,0.089743007427
DEU,2014,GSOEP-LIS,national,national,decile6,0.091640844314
DEU,2015,GSOEP-LIS,national,national,decile6,0.09046864104
DEU,2016,GSOEP-LIS,national,national,decile6,0.091761088304
DEU,2017,GSOEP-LIS,national,national,decile6,0.091680213757
DEU,2018,GSOEP-LIS,national,national,decile6,0.090595533796
DEU,2019,GSOEP-LIS,national,national,decile6,0.090698294299
DNK,2010,EU-SILC,national,national,decile6,0.092606037142
CYP,2010,EU-SILC,national,national,decile6,0.087500188382
CYP,2011,EU-SILC,national,national,decile6,0.08628290417
CYP,2012,EU-SILC,national,national,decile6,0.084502303879
CYP,2013,EU-SILC,national,national,decile6,0.081115439957
CYP,2014,EU-SILC,national,national,decile6,0.08440376078
CYP,2015,EU-SILC,national,national,decile6,0.08673408668
CYP,2016,EU-SILC,national,national,decile6,0.086822129494
CZE,2011,EU-SILC,national,national,decile6,0.093583772891
DNK,2003,EU-SILC,national,national,decile6,0.093767417806
DNK,2004,EU-SILC,national,national,decile6,0.094683598727
DNK,2005,EU-SILC,national,national,decile6,0.094280062091
DNK,2006,EU-SILC,national,national,decile6,0.093082517414
DNK,2007,EU-SILC,national,national,decile6,0.092269925182
DNK,2008,EU-SILC,national,national,decile6,0.094314926893
DNK,2009,EU-SILC,national,national,decile6,0.094113761076
CZE,2019,EU-SILC,national,national,decile6,0.092500111269
CZE,2004,EU-SILC,national,national,decile6,0.092676341459
CZE,2005,EU-SILC,national,national,decile6,0.092559570407
CZE,2006,EU-SILC,national,national,decile6,0.09254625199
CZE,2007,EU-SILC,national,national,decile6,0.092449396167
CZE,2008,EU-SILC,national,national,decile6,0.091792509945
CZE,2009,EU-SILC,national,national,decile6,0.092900701481
CZE,2010,EU-SILC,national,national,decile6,0.092842365001
DEU,1996,GSOEP-LIS,national,national,decile6,0.093230072348
DNK,2019,EU-SILC,national,national,decile6,0.091104281339
DNK,2020,EU-SILC,national,national,decile6,0.092693988822
DNK,2021,EU-SILC,national,national,decile6,0.091240612898
DOM,1986,ENGSLF,national,national,decile6,0.076203727705
DOM,1989,ENGSLF,national,national,decile6,0.069509458569
DOM,1992,ICS,national,national,decile6,0.067908691522
DOM,1996,ENFT,national,national,decile6,0.073980388466
DOM,2015,ENFT,national,national,decile6,0.075202299226
CZE,2020,EU-SILC,national,national,decile6,0.091961164737
CZE,2021,EU-SILC,national,national,decile6,0.091685374388
DEU,1991,GSOEP-LIS,national,national,decile6,0.091372362009
DEU,1992,GSOEP-LIS,national,national,decile6,0.091944788301
DEU,1993,GSOEP-LIS,national,national,decile6,0.091469561215
DEU,1994,GSOEP-LIS,national,national,decile6,0.094143688752
DEU,1995,GSOEP-LIS,national,national,decile6,0.093549379307
DEU,2012,GSOEP-LIS,national,national,decile6,0.090563403926
DOM,2008,ENFT,national,national,decile6,0.071256383033
DOM,2009,ENFT,national,national,decile6,0.070170584453
DOM,2010,ENFT,national,national,decile6,0.073041988559
DOM,2011,ENFT,national,national,decile6,0.071240952367
DOM,2012,ENFT,national,national,decile6,0.074527773513
DOM,2013,ENFT,national,national,decile6,0.0712891107
DOM,2014,ENFT,national,national,decile6,0.076265485133
DEU,2020,GSOEP-LIS,national,national,decile6,0.090455678247
DEU,2005,GSOEP-LIS,national,national,decile6,0.08939903731
DEU,2006,GSOEP-LIS,national,national,decile6,0.089456121863
DEU,2007,GSOEP-LIS,national,national,decile6,0.089454254582
DEU,2008,GSOEP-LIS,national,national,decile6,0.090161523797
DEU,2009,GSOEP-LIS,national,national,decile6,0.090753532702
DEU,2010,GSOEP-LIS,national,national,decile6,0.091000017308
DEU,2011,GSOEP-LIS,national,national,decile6,0.089869048076
DNK,2000,LM-LIS,national,national,decile6,0.095051414774
DZA,1995,ENMNV,national,national,decile6,0.087562908111
DZA,2011,ENCNVM,national,national,decile6,0.092319143384
ECU,1987,EPED,urban,urban,decile6,0.07394614746
ECU,1994,ECV,national,national,decile6,0.066142142429
ECU,1995,EPED,urban,urban,decile6,0.068132511725
ECU,1998,EPED,urban,urban,decile6,0.069271176988
ECU,1999,ECV,national,national,decile6,0.059612336829
ECU,2018,ENEMDU,national,national,decile6,0.077026759394
DJI,2002,EDAM,national,national,decile6,0.08202999609
DJI,2012,EDAM,national,national,decile6,0.078576685685
DJI,2013,EDAM,national,national,decile6,0.079276959757
DJI,2017,EDAM,national,national,decile6,0.081714464178
DNK,1987,LM-LIS,national,national,decile6,0.094704475767
DNK,1992,LM-LIS,national,national,decile6,0.095924208546
DNK,1995,LM-LIS,national,national,decile6,0.095668275671
DNK,2018,EU-SILC,national,national,decile6,0.09152305547
ECU,2011,ENEMDU,national,national,decile6,0.076962656321
ECU,2012,ENEMDU,national,national,decile6,0.077161978447
ECU,2013,ENEMDU,national,national,decile6,0.074419253771
ECU,2014,ENEMDU,national,national,decile6,0.076692872735
ECU,2015,ENEMDU,national,national,decile6,0.076100292312
ECU,2016,ENEMDU,national,national,decile6,0.077412149183
ECU,2017,ENEMDU,national,national,decile6,0.078110882014
DOM,1997,ENFT,national,national,decile6,0.072988287392
DNK,2011,EU-SILC,national,national,decile6,0.092592462435
DNK,2012,EU-SILC,national,national,decile6,0.091721712946
DNK,2013,EU-SILC,national,national,decile6,0.090971649107
DNK,2014,EU-SILC,national,national,decile6,0.091085758976
DNK,2015,EU-SILC,national,national,decile6,0.090594555229
DNK,2016,EU-SILC,national,national,decile6,0.091471755005
DNK,2017,EU-SILC,national,national,decile6,0.090743823746
DOM,2007,ENFT,national,national,decile6,0.07087596176
EGY,2004,HIECS,national,national,decile6,0.084960815605
